"","acquisition_date","acquisitions"
"16304","2014-08-21",42
"16305","2014-08-22",42
"16306","2014-08-23",49
"16307","2014-08-24",29
"16308","2014-08-25",35
"16309","2014-08-26",36
"16310","2014-08-27",43
"16311","2014-08-28",30
"16312","2014-08-29",44
"16313","2014-08-30",35
"16314","2014-08-31",26
"16315","2014-09-01",45
"16316","2014-09-02",42
"16317","2014-09-03",34
"16318","2014-09-04",45
"16319","2014-09-05",39
"16320","2014-09-06",63
"16321","2014-09-07",37
"16322","2014-09-08",41
"16323","2014-09-09",34
"16324","2014-09-10",38
"16325","2014-09-11",46
"16326","2014-09-12",43
"16327","2014-09-13",36
"16328","2014-09-14",26
"16329","2014-09-15",45
"16330","2014-09-16",38
"16331","2014-09-17",32
"16332","2014-09-18",45
"16333","2014-09-19",33
"16334","2014-09-20",26
"16335","2014-09-21",36
"16336","2014-09-22",40
"16337","2014-09-23",48
"16338","2014-09-24",35
"16339","2014-09-25",44
"16340","2014-09-26",33
"16341","2014-09-27",35
"16342","2014-09-28",45
"16343","2014-09-29",41
"16344","2014-09-30",36
"16345","2014-10-01",35
"16346","2014-10-02",52
"16347","2014-10-03",35
"16348","2014-10-04",42
"16349","2014-10-05",41
"16350","2014-10-06",35
"16351","2014-10-07",33
"16352","2014-10-08",45
"16353","2014-10-09",41
"16354","2014-10-10",36
"16355","2014-10-11",41
"16356","2014-10-12",42
"16357","2014-10-13",39
"16358","2014-10-14",42
"16359","2014-10-15",28
"16360","2014-10-16",32
"16361","2014-10-17",38
"16362","2014-10-18",47
"16363","2014-10-19",44
"16364","2014-10-20",27
"16365","2014-10-21",33
"16366","2014-10-22",33
"16367","2014-10-23",41
"16368","2014-10-24",37
"16369","2014-10-25",32
"16370","2014-10-26",35
"16371","2014-10-27",39
"16372","2014-10-28",39
"16373","2014-10-29",47
"16374","2014-10-30",38
"16375","2014-10-31",40
"16376","2014-11-01",38
"16377","2014-11-02",35
"16378","2014-11-03",41
"16379","2014-11-04",47
"16380","2014-11-05",45
"16381","2014-11-06",32
"16382","2014-11-07",36
"16383","2014-11-08",32
"16384","2014-11-09",49
"16385","2014-11-10",40
"16386","2014-11-11",32
"16387","2014-11-12",49
"16388","2014-11-13",42
"16389","2014-11-14",37
"16390","2014-11-15",45
"16391","2014-11-16",35
"16392","2014-11-17",42
"16393","2014-11-18",33
"16394","2014-11-19",35
"16395","2014-11-20",40
"16396","2014-11-21",48
"16397","2014-11-22",37
"16398","2014-11-23",60
"16399","2014-11-24",39
"16400","2014-11-25",32
"16401","2014-11-26",35
"16402","2014-11-27",49
"16403","2014-11-28",49
"16404","2014-11-29",38
"16405","2014-11-30",42
"16406","2014-12-01",39
"16407","2014-12-02",31
"16408","2014-12-03",32
"16409","2014-12-04",32
"16410","2014-12-05",31
"16411","2014-12-06",45
"16412","2014-12-07",36
"16413","2014-12-08",38
"16414","2014-12-09",40
"16415","2014-12-10",51
"16416","2014-12-11",38
"16417","2014-12-12",37
"16418","2014-12-13",41
"16419","2014-12-14",32
"16420","2014-12-15",38
"16421","2014-12-16",40
"16422","2014-12-17",34
"16423","2014-12-18",51
"16424","2014-12-19",39
"16425","2014-12-20",33
"16426","2014-12-21",28
"16427","2014-12-22",33
"16428","2014-12-23",39
"16429","2014-12-24",40
"16430","2014-12-25",49
"16431","2014-12-26",30
"16432","2014-12-27",38
"16433","2014-12-28",40
"16434","2014-12-29",40
"16435","2014-12-30",30
"16436","2014-12-31",33
"16437","2015-01-01",40
"16438","2015-01-02",40
"16439","2015-01-03",44
"16440","2015-01-04",28
"16441","2015-01-05",26
"16442","2015-01-06",45
"16443","2015-01-07",37
"16444","2015-01-08",48
"16445","2015-01-09",48
"16446","2015-01-10",39
"16447","2015-01-11",35
"16448","2015-01-12",51
"16449","2015-01-13",40
"16450","2015-01-14",40
"16451","2015-01-15",36
"16452","2015-01-16",41
"16453","2015-01-17",41
"16454","2015-01-18",31
"16455","2015-01-19",45
"16456","2015-01-20",49
"16457","2015-01-21",36
"16458","2015-01-22",33
"16459","2015-01-23",34
"16460","2015-01-24",39
"16461","2015-01-25",43
"16462","2015-01-26",29
"16463","2015-01-27",32
"16464","2015-01-28",31
"16465","2015-01-29",37
"16466","2015-01-30",32
"16467","2015-01-31",43
"16468","2015-02-01",28
"16469","2015-02-02",30
"16470","2015-02-03",37
"16471","2015-02-04",40
"16472","2015-02-05",36
"16473","2015-02-06",45
"16474","2015-02-07",45
"16475","2015-02-08",42
"16476","2015-02-09",30
"16477","2015-02-10",45
"16478","2015-02-11",33
"16479","2015-02-12",38
"16480","2015-02-13",43
"16481","2015-02-14",42
"16482","2015-02-15",29
"16483","2015-02-16",45
"16484","2015-02-17",43
"16485","2015-02-18",35
"16486","2015-02-19",37
"16487","2015-02-20",28
"16488","2015-02-21",31
"16489","2015-02-22",39
"16490","2015-02-23",43
"16491","2015-02-24",31
"16492","2015-02-25",31
"16493","2015-02-26",42
"16494","2015-02-27",36
"16495","2015-02-28",39
"16496","2015-03-01",48
"16497","2015-03-02",34
"16498","2015-03-03",34
"16499","2015-03-04",43
"16500","2015-03-05",39
"16501","2015-03-06",52
"16502","2015-03-07",41
"16503","2015-03-08",31
"16504","2015-03-09",39
"16505","2015-03-10",35
"16506","2015-03-11",29
"16507","2015-03-12",25
"16508","2015-03-13",34
"16509","2015-03-14",34
"16510","2015-03-15",36
"16511","2015-03-16",44
"16512","2015-03-17",42
"16513","2015-03-18",35
"16514","2015-03-19",33
"16515","2015-03-20",40
"16516","2015-03-21",42
"16517","2015-03-22",34
"16518","2015-03-23",45
"16519","2015-03-24",34
"16520","2015-03-25",44
"16521","2015-03-26",36
"16522","2015-03-27",44
"16523","2015-03-28",31
"16524","2015-03-29",47
"16525","2015-03-30",32
"16526","2015-03-31",33
"16527","2015-04-01",37
"16528","2015-04-02",37
"16529","2015-04-03",42
"16530","2015-04-04",44
"16531","2015-04-05",31
"16532","2015-04-06",35
"16533","2015-04-07",34
"16534","2015-04-08",30
"16535","2015-04-09",33
"16536","2015-04-10",38
"16537","2015-04-11",39
"16538","2015-04-12",44
"16539","2015-04-13",44
"16540","2015-04-14",35
"16541","2015-04-15",33
"16542","2015-04-16",38
"16543","2015-04-17",43
"16544","2015-04-18",39
"16545","2015-04-19",41
"16546","2015-04-20",36
"16547","2015-04-21",34
"16548","2015-04-22",52
"16549","2015-04-23",36
"16550","2015-04-24",44
"16551","2015-04-25",39
"16552","2015-04-26",26
"16553","2015-04-27",42
"16554","2015-04-28",35
"16555","2015-04-29",32
"16556","2015-04-30",33
"16557","2015-05-01",42
"16558","2015-05-02",52
"16559","2015-05-03",28
"16560","2015-05-04",36
"16561","2015-05-05",20
"16562","2015-05-06",51
"16563","2015-05-07",34
"16564","2015-05-08",34
"16565","2015-05-09",42
"16566","2015-05-10",33
"16567","2015-05-11",46
"16568","2015-05-12",32
"16569","2015-05-13",34
"16570","2015-05-14",39
"16571","2015-05-15",37
"16572","2015-05-16",34
"16573","2015-05-17",31
"16574","2015-05-18",40
"16575","2015-05-19",42
"16576","2015-05-20",46
"16577","2015-05-21",36
"16578","2015-05-22",51
"16579","2015-05-23",31
"16580","2015-05-24",32
"16581","2015-05-25",46
"16582","2015-05-26",42
"16583","2015-05-27",41
"16584","2015-05-28",31
"16585","2015-05-29",45
"16586","2015-05-30",33
"16587","2015-05-31",38
"16588","2015-06-01",45
"16589","2015-06-02",43
"16590","2015-06-03",29
"16591","2015-06-04",39
"16592","2015-06-05",46
"16593","2015-06-06",52
"16594","2015-06-07",39
"16595","2015-06-08",47
"16596","2015-06-09",50
"16597","2015-06-10",43
"16598","2015-06-11",32
"16599","2015-06-12",38
"16600","2015-06-13",46
"16601","2015-06-14",50
"16602","2015-06-15",27
"16603","2015-06-16",38
"16604","2015-06-17",27
"16605","2015-06-18",43
"16606","2015-06-19",37
"16607","2015-06-20",39
"16608","2015-06-21",43
"16609","2015-06-22",39
"16610","2015-06-23",53
"16611","2015-06-24",37
"16612","2015-06-25",44
"16613","2015-06-26",41
"16614","2015-06-27",49
"16615","2015-06-28",49
"16616","2015-06-29",39
"16617","2015-06-30",47
"16618","2015-07-01",48
"16619","2015-07-02",37
"16620","2015-07-03",39
"16621","2015-07-04",48
"16622","2015-07-05",39
"16623","2015-07-06",43
"16624","2015-07-07",27
"16625","2015-07-08",46
"16626","2015-07-09",39
"16627","2015-07-10",41
"16628","2015-07-11",31
"16629","2015-07-12",25
"16630","2015-07-13",38
"16631","2015-07-14",55
"16632","2015-07-15",51
"16633","2015-07-16",33
"16634","2015-07-17",44
"16635","2015-07-18",52
"16636","2015-07-19",36
"16637","2015-07-20",33
"16638","2015-07-21",45
"16639","2015-07-22",44
"16640","2015-07-23",36
"16641","2015-07-24",36
"16642","2015-07-25",44
"16643","2015-07-26",43
"16644","2015-07-27",48
"16645","2015-07-28",26
"16646","2015-07-29",32
"16647","2015-07-30",37
"16648","2015-07-31",41
"16649","2015-08-01",41
"16650","2015-08-02",45
"16651","2015-08-03",31
"16652","2015-08-04",36
"16653","2015-08-05",46
"16654","2015-08-06",44
"16655","2015-08-07",27
"16656","2015-08-08",36
"16657","2015-08-09",50
"16658","2015-08-10",42
"16659","2015-08-11",36
"16660","2015-08-12",49
"16661","2015-08-13",44
"16662","2015-08-14",50
"16663","2015-08-15",35
"16664","2015-08-16",29
"16665","2015-08-17",30
"16666","2015-08-18",40
"16667","2015-08-19",49
"16668","2015-08-20",32
"16669","2015-08-21",38
"16670","2015-08-22",47
"16671","2015-08-23",43
"16672","2015-08-24",32
"16673","2015-08-25",40
"16674","2015-08-26",39
"16675","2015-08-27",35
"16676","2015-08-28",29
"16677","2015-08-29",37
"16678","2015-08-30",36
"16679","2015-08-31",40
"16680","2015-09-01",52
"16681","2015-09-02",36
"16682","2015-09-03",38
"16683","2015-09-04",32
"16684","2015-09-05",32
"16685","2015-09-06",41
"16686","2015-09-07",31
"16687","2015-09-08",50
"16688","2015-09-09",30
"16689","2015-09-10",39
"16690","2015-09-11",52
"16691","2015-09-12",37
"16692","2015-09-13",34
"16693","2015-09-14",24
"16694","2015-09-15",39
"16695","2015-09-16",45
"16696","2015-09-17",30
"16697","2015-09-18",30
"16698","2015-09-19",40
"16699","2015-09-20",52
"16700","2015-09-21",40
"16701","2015-09-22",35
"16702","2015-09-23",34
"16703","2015-09-24",29
"16704","2015-09-25",39
"16705","2015-09-26",49
"16706","2015-09-27",34
"16707","2015-09-28",29
"16708","2015-09-29",46
"16709","2015-09-30",35
"16710","2015-10-01",30
"16711","2015-10-02",24
"16712","2015-10-03",30
"16713","2015-10-04",49
"16714","2015-10-05",38
"16715","2015-10-06",37
"16716","2015-10-07",34
"16717","2015-10-08",36
"16718","2015-10-09",29
"16719","2015-10-10",35
"16720","2015-10-11",50
"16721","2015-10-12",34
"16722","2015-10-13",39
"16723","2015-10-14",28
"16724","2015-10-15",33
"16725","2015-10-16",40
"16726","2015-10-17",31
"16727","2015-10-18",34
"16728","2015-10-19",30
"16729","2015-10-20",42
"16730","2015-10-21",32
"16731","2015-10-22",40
"16732","2015-10-23",37
"16733","2015-10-24",20
"16734","2015-10-25",39
"16735","2015-10-26",34
"16736","2015-10-27",40
"16737","2015-10-28",43
"16738","2015-10-29",37
"16739","2015-10-30",37
"16740","2015-10-31",51
"16741","2015-11-01",45
"16742","2015-11-02",42
"16743","2015-11-03",40
"16744","2015-11-04",41
"16745","2015-11-05",41
"16746","2015-11-06",41
"16747","2015-11-07",42
"16748","2015-11-08",38
"16749","2015-11-09",45
"16750","2015-11-10",36
"16751","2015-11-11",42
"16752","2015-11-12",45
"16753","2015-11-13",36
"16754","2015-11-14",49
"16755","2015-11-15",31
"16756","2015-11-16",41
"16757","2015-11-17",40
"16758","2015-11-18",28
"16759","2015-11-19",46
"16760","2015-11-20",28
"16761","2015-11-21",41
"16762","2015-11-22",42
"16763","2015-11-23",36
"16764","2015-11-24",42
"16765","2015-11-25",29
"16766","2015-11-26",32
"16767","2015-11-27",31
"16768","2015-11-28",31
"16769","2015-11-29",42
"16770","2015-11-30",23
"16771","2015-12-01",33
"16772","2015-12-02",32
"16773","2015-12-03",41
"16774","2015-12-04",41
"16775","2015-12-05",34
"16776","2015-12-06",35
"16777","2015-12-07",25
"16778","2015-12-08",41
"16779","2015-12-09",40
"16780","2015-12-10",41
"16781","2015-12-11",43
"16782","2015-12-12",52
"16783","2015-12-13",38
"16784","2015-12-14",38
"16785","2015-12-15",38
"16786","2015-12-16",34
"16787","2015-12-17",29
"16788","2015-12-18",35
"16789","2015-12-19",29
"16790","2015-12-20",50
"16791","2015-12-21",38
"16792","2015-12-22",41
"16793","2015-12-23",38
"16794","2015-12-24",37
"16795","2015-12-25",41
"16796","2015-12-26",49
"16797","2015-12-27",32
"16798","2015-12-28",36
"16799","2015-12-29",37
"16800","2015-12-30",39
"16801","2015-12-31",38
"16802","2016-01-01",37
"16803","2016-01-02",33
"16804","2016-01-03",51
"16805","2016-01-04",27
"16806","2016-01-05",41
"16807","2016-01-06",30
"16808","2016-01-07",40
"16809","2016-01-08",39
"16810","2016-01-09",31
"16811","2016-01-10",31
"16812","2016-01-11",50
"16813","2016-01-12",45
"16814","2016-01-13",42
"16815","2016-01-14",32
"16816","2016-01-15",35
"16817","2016-01-16",34
"16818","2016-01-17",32
"16819","2016-01-18",41
"16820","2016-01-19",30
"16821","2016-01-20",26
"16822","2016-01-21",30
"16823","2016-01-22",37
"16824","2016-01-23",41
"16825","2016-01-24",38
"16826","2016-01-25",34
"16827","2016-01-26",34
"16828","2016-01-27",53
"16829","2016-01-28",34
"16830","2016-01-29",44
"16831","2016-01-30",49
"16832","2016-01-31",33
"16833","2016-02-01",37
"16834","2016-02-02",38
"16835","2016-02-03",41
"16836","2016-02-04",31
"16837","2016-02-05",45
"16838","2016-02-06",42
"16839","2016-02-07",38
"16840","2016-02-08",37
"16841","2016-02-09",34
"16842","2016-02-10",52
"16843","2016-02-11",49
"16844","2016-02-12",30
"16845","2016-02-13",41
"16846","2016-02-14",37
"16847","2016-02-15",39
"16848","2016-02-16",41
"16849","2016-02-17",47
"16850","2016-02-18",39
"16851","2016-02-19",44
"16852","2016-02-20",32
"16853","2016-02-21",44
"16854","2016-02-22",32
"16855","2016-02-23",35
"16856","2016-02-24",35
"16857","2016-02-25",50
"16858","2016-02-26",47
"16859","2016-02-27",40
"16860","2016-02-28",43
"16861","2016-02-29",36
"16862","2016-03-01",38
"16863","2016-03-02",39
"16864","2016-03-03",32
"16865","2016-03-04",39
"16866","2016-03-05",43
"16867","2016-03-06",45
"16868","2016-03-07",37
"16869","2016-03-08",43
"16870","2016-03-09",36
"16871","2016-03-10",36
"16872","2016-03-11",35
"16873","2016-03-12",38
"16874","2016-03-13",42
"16875","2016-03-14",51
"16876","2016-03-15",40
"16877","2016-03-16",31
"16878","2016-03-17",40
"16879","2016-03-18",34
"16880","2016-03-19",35
"16881","2016-03-20",33
"16882","2016-03-21",42
"16883","2016-03-22",40
"16884","2016-03-23",30
"16885","2016-03-24",36
"16886","2016-03-25",42
"16887","2016-03-26",45
"16888","2016-03-27",49
"16889","2016-03-28",38
"16890","2016-03-29",50
"16891","2016-03-30",36
"16892","2016-03-31",48
"16893","2016-04-01",33
"16894","2016-04-02",34
"16895","2016-04-03",33
"16896","2016-04-04",36
"16897","2016-04-05",25
"16898","2016-04-06",33
"16899","2016-04-07",31
"16900","2016-04-08",39
"16901","2016-04-09",34
"16902","2016-04-10",34
"16903","2016-04-11",45
"16904","2016-04-12",34
"16905","2016-04-13",41
"16906","2016-04-14",36
"16907","2016-04-15",34
"16908","2016-04-16",38
"16909","2016-04-17",33
"16910","2016-04-18",46
"16911","2016-04-19",45
"16912","2016-04-20",31
"16913","2016-04-21",31
"16914","2016-04-22",44
"16915","2016-04-23",28
"16916","2016-04-24",43
"16917","2016-04-25",48
"16918","2016-04-26",31
"16919","2016-04-27",44
"16920","2016-04-28",32
"16921","2016-04-29",32
"16922","2016-04-30",32
"16923","2016-05-01",35
"16924","2016-05-02",36
"16925","2016-05-03",41
"16926","2016-05-04",36
"16927","2016-05-05",43
"16928","2016-05-06",28
"16929","2016-05-07",39
"16930","2016-05-08",40
"16931","2016-05-09",32
"16932","2016-05-10",37
"16933","2016-05-11",33
"16934","2016-05-12",38
"16935","2016-05-13",34
"16936","2016-05-14",40
"16937","2016-05-15",39
"16938","2016-05-16",47
"16939","2016-05-17",35
"16940","2016-05-18",41
"16941","2016-05-19",35
"16942","2016-05-20",31
"16943","2016-05-21",32
"16944","2016-05-22",34
"16945","2016-05-23",39
"16946","2016-05-24",48
"16947","2016-05-25",46
"16948","2016-05-26",33
"16949","2016-05-27",35
"16950","2016-05-28",41
"16951","2016-05-29",38
"16952","2016-05-30",30
"16953","2016-05-31",35
"16954","2016-06-01",43
"16955","2016-06-02",34
"16956","2016-06-03",27
"16957","2016-06-04",37
"16958","2016-06-05",30
"16959","2016-06-06",37
"16960","2016-06-07",39
"16961","2016-06-08",29
"16962","2016-06-09",33
"16963","2016-06-10",36
"16964","2016-06-11",31
"16965","2016-06-12",31
"16966","2016-06-13",34
"16967","2016-06-14",32
"16968","2016-06-15",44
"16969","2016-06-16",34
"16970","2016-06-17",36
"16971","2016-06-18",36
"16972","2016-06-19",28
"16973","2016-06-20",35
"16974","2016-06-21",34
"16975","2016-06-22",38
"16976","2016-06-23",42
"16977","2016-06-24",33
"16978","2016-06-25",21
"16979","2016-06-26",40
"16980","2016-06-27",36
"16981","2016-06-28",37
"16982","2016-06-29",41
"16983","2016-06-30",31
"16984","2016-07-01",41
"16985","2016-07-02",29
"16986","2016-07-03",36
"16987","2016-07-04",35
"16988","2016-07-05",43
"16989","2016-07-06",43
"16990","2016-07-07",37
"16991","2016-07-08",48
"16992","2016-07-09",37
"16993","2016-07-10",42
"16994","2016-07-11",36
"16995","2016-07-12",47
"16996","2016-07-13",41
"16997","2016-07-14",43
"16998","2016-07-15",39
"16999","2016-07-16",35
"17000","2016-07-17",39
"17001","2016-07-18",41
"17002","2016-07-19",30
"17003","2016-07-20",27
"17004","2016-07-21",36
"17005","2016-07-22",35
"17006","2016-07-23",39
"17007","2016-07-24",41
"17008","2016-07-25",41
"17009","2016-07-26",55
"17010","2016-07-27",43
"17011","2016-07-28",39
"17012","2016-07-29",34
"17013","2016-07-30",30
"17014","2016-07-31",40
"17015","2016-08-01",37
"17016","2016-08-02",38
"17017","2016-08-03",35
"17018","2016-08-04",46
"17019","2016-08-05",37
"17020","2016-08-06",39
"17021","2016-08-07",43
"17022","2016-08-08",36
"17023","2016-08-09",40
"17024","2016-08-10",41
"17025","2016-08-11",29
"17026","2016-08-12",42
"17027","2016-08-13",41
"17028","2016-08-14",44
"17029","2016-08-15",40
"17030","2016-08-16",36
"17031","2016-08-17",37
"17032","2016-08-18",41
"17033","2016-08-19",41
"17034","2016-08-20",38
"17035","2016-08-21",36
"17036","2016-08-22",42
"17037","2016-08-23",36
"17038","2016-08-24",43
"17039","2016-08-25",40
"17040","2016-08-26",39
"17041","2016-08-27",31
"17042","2016-08-28",29
"17043","2016-08-29",33
"17044","2016-08-30",35
"17045","2016-08-31",48
"17046","2016-09-01",38
"17047","2016-09-02",38
"17048","2016-09-03",26
"17049","2016-09-04",48
"17050","2016-09-05",38
"17051","2016-09-06",25
"17052","2016-09-07",39
"17053","2016-09-08",43
"17054","2016-09-09",39
"17055","2016-09-10",35
"17056","2016-09-11",43
"17057","2016-09-12",31
"17058","2016-09-13",36
"17059","2016-09-14",27
"17060","2016-09-15",47
"17061","2016-09-16",33
"17062","2016-09-17",37
"17063","2016-09-18",27
"17064","2016-09-19",38
"17065","2016-09-20",43
"17066","2016-09-21",40
"17067","2016-09-22",44
"17068","2016-09-23",42
"17069","2016-09-24",43
"17070","2016-09-25",34
"17071","2016-09-26",35
"17072","2016-09-27",49
"17073","2016-09-28",39
"17074","2016-09-29",50
"17075","2016-09-30",38
"17076","2016-10-01",40
"17077","2016-10-02",45
"17078","2016-10-03",38
"17079","2016-10-04",37
"17080","2016-10-05",39
"17081","2016-10-06",35
"17082","2016-10-07",33
"17083","2016-10-08",39
"17084","2016-10-09",35
"17085","2016-10-10",42
"17086","2016-10-11",40
"17087","2016-10-12",34
"17088","2016-10-13",37
"17089","2016-10-14",33
"17090","2016-10-15",35
"17091","2016-10-16",33
"17092","2016-10-17",33
"17093","2016-10-18",39
"17094","2016-10-19",32
"17095","2016-10-20",36
"17096","2016-10-21",39
"17097","2016-10-22",34
"17098","2016-10-23",34
"17099","2016-10-24",47
"17100","2016-10-25",42
"17101","2016-10-26",32
"17102","2016-10-27",36
"17103","2016-10-28",37
"17104","2016-10-29",33
"17105","2016-10-30",37
"17106","2016-10-31",40
"17107","2016-11-01",44
"17108","2016-11-02",37
"17109","2016-11-03",31
"17110","2016-11-04",40
"17111","2016-11-05",25
"17112","2016-11-06",32
"17113","2016-11-07",38
"17114","2016-11-08",42
"17115","2016-11-09",42
"17116","2016-11-10",41
"17117","2016-11-11",40
"17118","2016-11-12",37
"17119","2016-11-13",30
"17120","2016-11-14",42
"17121","2016-11-15",28
"17122","2016-11-16",35
"17123","2016-11-17",34
"17124","2016-11-18",29
"17125","2016-11-19",41
"17126","2016-11-20",41
"17127","2016-11-21",39
"17128","2016-11-22",27
"17129","2016-11-23",46
"17130","2016-11-24",29
"17131","2016-11-25",44
"17132","2016-11-26",33
"17133","2016-11-27",33
"17134","2016-11-28",32
"17135","2016-11-29",38
"17136","2016-11-30",36
"17137","2016-12-01",43
"17138","2016-12-02",38
"17139","2016-12-03",36
"17140","2016-12-04",34
"17141","2016-12-05",43
"17142","2016-12-06",44
"17143","2016-12-07",36
"17144","2016-12-08",35
"17145","2016-12-09",42
"17146","2016-12-10",34
"17147","2016-12-11",45
"17148","2016-12-12",36
"17149","2016-12-13",44
"17150","2016-12-14",40
"17151","2016-12-15",37
"17152","2016-12-16",30
"17153","2016-12-17",41
"17154","2016-12-18",46
"17155","2016-12-19",34
"17156","2016-12-20",43
"17157","2016-12-21",42
"17158","2016-12-22",38
"17159","2016-12-23",38
"17160","2016-12-24",29
"17161","2016-12-25",37
"17162","2016-12-26",37
"17163","2016-12-27",40
"17164","2016-12-28",42
"17165","2016-12-29",39
"17166","2016-12-30",36
"17167","2016-12-31",28
"17168","2017-01-01",28
"17169","2017-01-02",43
"17170","2017-01-03",30
"17171","2017-01-04",37
"17172","2017-01-05",40
"17173","2017-01-06",44
"17174","2017-01-07",35
"17175","2017-01-08",43
"17176","2017-01-09",38
"17177","2017-01-10",43
"17178","2017-01-11",32
"17179","2017-01-12",48
"17180","2017-01-13",37
"17181","2017-01-14",38
"17182","2017-01-15",30
"17183","2017-01-16",27
"17184","2017-01-17",50
"17185","2017-01-18",34
"17186","2017-01-19",39
"17187","2017-01-20",48
"17188","2017-01-21",35
"17189","2017-01-22",37
"17190","2017-01-23",34
"17191","2017-01-24",34
"17192","2017-01-25",31
"17193","2017-01-26",43
"17194","2017-01-27",40
"17195","2017-01-28",45
"17196","2017-01-29",60
"17197","2017-01-30",31
"17198","2017-01-31",36
"17199","2017-02-01",40
"17200","2017-02-02",29
"17201","2017-02-03",43
"17202","2017-02-04",31
"17203","2017-02-05",51
"17204","2017-02-06",41
"17205","2017-02-07",27
"17206","2017-02-08",36
"17207","2017-02-09",39
"17208","2017-02-10",39
"17209","2017-02-11",37
"17210","2017-02-12",35
"17211","2017-02-13",32
"17212","2017-02-14",43
"17213","2017-02-15",50
"17214","2017-02-16",33
"17215","2017-02-17",40
"17216","2017-02-18",34
"17217","2017-02-19",27
"17218","2017-02-20",29
"17219","2017-02-21",32
"17220","2017-02-22",51
"17221","2017-02-23",27
"17222","2017-02-24",38
"17223","2017-02-25",37
"17224","2017-02-26",34
"17225","2017-02-27",29
"17226","2017-02-28",42
"17227","2017-03-01",42
"17228","2017-03-02",36
"17229","2017-03-03",41
"17230","2017-03-04",29
"17231","2017-03-05",42
"17232","2017-03-06",32
"17233","2017-03-07",34
"17234","2017-03-08",35
"17235","2017-03-09",36
"17236","2017-03-10",37
"17237","2017-03-11",34
"17238","2017-03-12",39
"17239","2017-03-13",38
"17240","2017-03-14",32
"17241","2017-03-15",40
"17242","2017-03-16",41
"17243","2017-03-17",29
"17244","2017-03-18",38
"17245","2017-03-19",27
"17246","2017-03-20",29
"17247","2017-03-21",45
"17248","2017-03-22",45
"17249","2017-03-23",35
"17250","2017-03-24",36
"17251","2017-03-25",37
"17252","2017-03-26",37
"17253","2017-03-27",32
"17254","2017-03-28",42
"17255","2017-03-29",36
"17256","2017-03-30",35
"17257","2017-03-31",41
"17258","2017-04-01",32
"17259","2017-04-02",41
"17260","2017-04-03",35
"17261","2017-04-04",43
"17262","2017-04-05",44
"17263","2017-04-06",24
"17264","2017-04-07",42
"17265","2017-04-08",44
"17266","2017-04-09",35
"17267","2017-04-10",43
"17268","2017-04-11",30
"17269","2017-04-12",31
"17270","2017-04-13",37
"17271","2017-04-14",41
"17272","2017-04-15",49
"17273","2017-04-16",37
"17274","2017-04-17",43
"17275","2017-04-18",35
"17276","2017-04-19",36
"17277","2017-04-20",45
"17278","2017-04-21",41
"17279","2017-04-22",43
"17280","2017-04-23",33
"17281","2017-04-24",31
"17282","2017-04-25",27
"17283","2017-04-26",47
"17284","2017-04-27",33
"17285","2017-04-28",32
"17286","2017-04-29",41
"17287","2017-04-30",30
"17288","2017-05-01",33
"17289","2017-05-02",37
"17290","2017-05-03",36
"17291","2017-05-04",34
"17292","2017-05-05",35
"17293","2017-05-06",34
"17294","2017-05-07",42
"17295","2017-05-08",37
"17296","2017-05-09",35
"17297","2017-05-10",49
"17298","2017-05-11",40
"17299","2017-05-12",33
"17300","2017-05-13",41
"17301","2017-05-14",42
"17302","2017-05-15",33
"17303","2017-05-16",32
"17304","2017-05-17",29
"17305","2017-05-18",37
"17306","2017-05-19",32
"17307","2017-05-20",40
"17308","2017-05-21",38
"17309","2017-05-22",49
"17310","2017-05-23",37
"17311","2017-05-24",47
"17312","2017-05-25",33
"17313","2017-05-26",38
"17314","2017-05-27",30
"17315","2017-05-28",37
"17316","2017-05-29",39
"17317","2017-05-30",42
"17318","2017-05-31",48
"17319","2017-06-01",49
"17320","2017-06-02",30
"17321","2017-06-03",41
"17322","2017-06-04",31
"17323","2017-06-05",36
"17324","2017-06-06",34
"17325","2017-06-07",31
"17326","2017-06-08",34
"17327","2017-06-09",37
"17328","2017-06-10",45
"17329","2017-06-11",40
"17330","2017-06-12",37
"17331","2017-06-13",48
"17332","2017-06-14",40
"17333","2017-06-15",33
"17334","2017-06-16",32
"17335","2017-06-17",33
"17336","2017-06-18",39
"17337","2017-06-19",40
"17338","2017-06-20",41
"17339","2017-06-21",40
"17340","2017-06-22",35
"17341","2017-06-23",44
"17342","2017-06-24",50
"17343","2017-06-25",40
"17344","2017-06-26",41
"17345","2017-06-27",52
"17346","2017-06-28",39
"17347","2017-06-29",37
"17348","2017-06-30",38
"17349","2017-07-01",34
"17350","2017-07-02",43
"17351","2017-07-03",40
"17352","2017-07-04",31
"17353","2017-07-05",47
"17354","2017-07-06",34
"17355","2017-07-07",52
"17356","2017-07-08",36
"17357","2017-07-09",44
"17358","2017-07-10",29
"17359","2017-07-11",35
"17360","2017-07-12",32
"17361","2017-07-13",35
"17362","2017-07-14",40
"17363","2017-07-15",43
"17364","2017-07-16",34
"17365","2017-07-17",39
"17366","2017-07-18",35
"17367","2017-07-19",40
"17368","2017-07-20",35
"17369","2017-07-21",30
"17370","2017-07-22",33
"17371","2017-07-23",34
"17372","2017-07-24",35
"17373","2017-07-25",40
"17374","2017-07-26",36
"17375","2017-07-27",39
"17376","2017-07-28",22
"17377","2017-07-29",29
"17378","2017-07-30",46
